Name,Email,Category,Description,Instagram,Facebook,Twitter,Website,URL
Pathology,icsmpathology@imperial.ac.uk,ICSM,"This year, we plan to do the following: Make sure to  subscribe to our newsletter  to receive updates on our events! Getting membership will give you access to our events, but does not automatically subscribe you to our newsletter - so make sure to fill out the form if you want to receive updates from us! CSP Chair / President CSP Chair / President CSP Vice Chair / President Communications / Publications Officer Events / Trips Officer Fundraiser / External Relations Officer",https://www.instagram.com/icsm_pathology_soc,https://www.facebook.com/icpathsoc,https://twitter.com/icunion,http://eepurl.com/iG1hkA,https://www.imperialcollegeunion.org/activities/a-to-z/pathology
Pharmacology,pharmacology.society@imperial.ac.uk,ICSM,"•We provide talks, tutorials and revision series for people possessing an interest in pharmacology and/or the pharmaceutical industry. •Imperial College Pharmacology Society was created to serve as a platform for Imperial students to think, learn and engage in Pharmacology. •We have various activities and events planned throughout the year, ranging from a revision series to help you ace your exams, to exciting and topical talks by guest speakers in both research and industry. •Pharmacology makes",https://www.instagram.com/icunion/,https://www.facebook.com/ICPharm/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/pharmacology
Philosophy,philosophy@imperial.ac.uk,Academic Related,"We are a gathering of curious minds, meeting weekly to explore and challenge a vast landscape of ideas. From the nature of reality to the ethics of artificial intelligence, we are always open to suggestions and no topic is too grand or too obscure for our discussions. If you’re looking for a space to engage with profound ideas and like-minded individuals, we invite you to join us. Who knows? You might just find more questions than you started with—and that’s exactly the point. While answers are ",https://www.instagram.com/icunion/,https://www.facebook.com/icphilsoc,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/philosophy
Photosoc,photographic.society@imperial.ac.uk,Arts & Entertainment,"Every week we head off to an interesting part of London to take photos or visit an exhibition in some of London's many galleries. Every term we run a comprehensive series of tutorials on camera technique and darkroom technique. As well as providing a meeting place for those passionate about photography. We also provide a fully equipped darkroom, media hub for editing photos and loan out equipment. More information can be found at our website below, or you can also find us on facebook at ICU Phot",https://www.instagram.com/icphotosoc,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/photosoc
Physics,physics.society@imperial.ac.uk,Departmental,"The Physics Society offers a wide range of free events to all who study or are interested in this beautiful science. Join us for captivating guest lectures with world-renowned physicists, tours in the laboratories at the forefront of knowledge, career opportunities with some of the most prominent companies and - of course - socials and pizza parties. You will also have the chance to represent the physics department and Imperial College at inter-departmental or inter-university events and competi",https://www.instagram.com/physoc.imperial,https://www.facebook.com/ICPhySoc,https://twitter.com/icunion,https://iclphysoc.fullymerched.com,https://www.imperialcollegeunion.org/activities/a-to-z/physics
Pilates,union@imperial.ac.uk,Hobbies,CSP Chair / President,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/pilates
Pilots,pilots@imperial.ac.uk,Outdoor,"We are offering extremely discounted flying experiences from a few flying clubs in London, industry visits to places such as the AAIB, British Airways, opportunities to come along on our fly-outs to destinations like Cambridge, Duxford, Isle of Wight, Brighton and even abroad to the continent, as well as help and guidance with the theoretical side of flying. If you already have a licence, then joining is a no-brainer as we'll massively help cut your cost thanks to cost sharing and aircraft hire ",https://www.instagram.com/icpilots,https://www.facebook.com/pilotsclub,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/pilots
Pint of Science,union@imperial.ac.uk,Academic Related,"The 2016 festival takes place over three days (23rd-25th May) simultaneously in pubs across nine countries! Here at Imperial, top academics from Imperial will talk about the research they are undertaking in five simultaneous events at different pubs in the West London area covering Beautiful Mind, Our Body, Planet Earth, Atoms to Galaxies and Tech me Out. CSP Chair / President",https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/pint-of-science
Plastic Surgery,plassurg@imperial.ac.uk,ICSM,Stay connected with iPRAS for the latest updates by following our Instagram account @icplasticsurg and exploring our Linktree at www.linktr.ee/iPRAS. Join our mailing list and WhatsApp Announcement chat to stay informed about upcoming events. CSP Chair / President CSP Vice Chair / President CSP Vice Chair / President Communications / Publications Officer Communications / Publications Officer Communications / Publications Officer Communications / Publications Officer Fundraiser / External Relatio,https://www.instagram.com/icplasticsurg,https://www.facebook.com/ICPlasticSurgerySoc,https://www.twitter.com/ICPlasticSurg,https://www.tiktok.com/@icplasticsurg,https://www.imperialcollegeunion.org/activities/a-to-z/plastic-surgery
Poetry,poetry@imperial.ac.uk,Hobbies,"We hold Open Mics termly, update our Discord and Instagram with inspiration and discussion topics, and generally foster a friendly and chill community. We also publish an anthology annually to showcase the creativity that thrives in a STEM university! If you've never shared your poetry in an Open Mic before, don't worry - It's pretty low pressure round here, and many of us had never done it either before joining :) Check out our social media and sign up to our mailing list (https://linktr.ee/icp",https://www.instagram.com/icpoets,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/poetry
Pokemon,icpokesoc@imperial.ac.uk,Hobbies,"Anime intro references aside, ICPokéSoc strives to be a place for every gamer: from the hardcore, competitive gamer, to the plushie-loving casual fan. We hope to be a welcoming environment for everyone interested in the world of gaming.. and especially in the wonderful world of Pokémon! As a result, we host a variety of events, including market crawls, inter-uni tourneys, official event meet-ups, art-and-crafts sessions, and more! So grab our free membership to join our community! We hope to see",https://www.instagram.com/icpokemonsociety,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.discord.gg/6crxpjjgdY,https://www.imperialcollegeunion.org/activities/a-to-z/pokemon
Poker,poker@imperial.ac.uk,Hobbies,CSP Chair / President CSP Vice Chair / President Communications / Publications Officer Events / Trips Officer Events / Trips Officer Events / Trips Officer Events / Trips Officer,https://www.instagram.com/imperialpokersociety,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/poker
Pole & Aerial,poledance@imperial.ac.uk,Sports,"Come join us for a first timer session and see the magic of pole and aerial for yourself! For timetables and booking pole/aerials classes, please purchase classes on the Union shop, and book via: https://www.supersaas.com/schedule/ICPole&Aerial/Classes (Pole) https://www.supersaas.com/schedule/Aerialand/Aerialand/ (Aerial) CSP Chair / President Communications / Publications Officer",https://www.instagram.com/imperialpoleandaerial,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/pole-aerial
Polish,polsoc@imperial.ac.uk,Cultural,CSP Chair / President CSP Vice Chair / President Events / Trips Officer,https://www.instagram.com/polsoc_imperial,https://www.facebook.com/imperialpolsoc/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/polish
Pop of East Asia Society,pea@imperial.ac.uk,Arts & Entertainment,"Do you enjoy East Asian Pop music? Are you a musician or an eager audience member? Then PEASOC (Pop of East Asia) is perfect for you! We do weekly alternating more formal band practices and casual jams of (mostly) East Asian Pop music (Cantopop, J-pop, Chinese pop, etc.) Each member can put forward songs of their choice and we will do the songs by rotation. Throughout the year, we have also planned some socials and collaborations with other societies. After getting the free membership, please jo",https://www.instagram.com/ic_peasoc,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/icpeasoc,https://www.imperialcollegeunion.org/activities/a-to-z/pop-of-east-asia-society
Pre-Hospital Emergency Medicine,union@imperial.ac.uk,Academic Related,">Ambulance Observer Shifts >Practical Skills Days >PHEM Elective Advice >Air Ambulance Clinical Governance Days If you are remotely interested in emergency medicine, anaesthetics, intensive care, first aid, extreme medicine or trauma then Imperial PHEM has something to offer you. CSP Chair / President Events / Trips Officer Fundraiser / External Relations Officer",https://www.instagram.com/icunion/,https://www.facebook.com/ImperialPHEM,https://www.twitter.com/ImperialPHEM,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/pre-hospital-emergency-medicine
Prosthetics,prostheticssoc@imperial.ac.uk,Academic Related,"Welcome to the Prosthetics Society. Our society invites you to join a sub-team of your choice, each with a unique challenge: Throughout the year, we host an array of activities, including: The best time to join the Society was yesterday- Sun Tzu Linktree: https://linktr.ee/icl_prosthetics CSP Chair / President",https://www.instagram.com/icl_prosthetics,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://linktr.ee/icl_prosthetics,https://www.imperialcollegeunion.org/activities/a-to-z/prosthetics
